        32         32          9
        32         32        100
        32         32        103
        32         32        242
        32         32        295
        32         32        439
        32         32        829
        32         32        877
        33         33         50
        33         33        127
        33         33        241
        33         33        277
        33         33        319
        33         33        628
        33         33        876
        33         33        952
        34         34        456
        34         34        558
        34         34        786
        34         34        826
        35         35        179
        35         35        220
        35         35        519
        35         35        575
        35         35        607
        35         35        613
        35         35        830
        35         35        884
        35         35        925
        35         35        990
        36         36        118
        36         36        241
        36         36        259
        36         36        274
        36         36        592
        36         36        662
        36         36        709
        36         36        807
        36         36        895
        36         36        946
        36         36        962
        37         37         61
        37         37        117
        37         37        173
        37         37        378
        37         37        439
        37         37        500
        37         37        520
        37         37        592
        37         37        604
        37         37        737
        37         37        913
        37         37        991
        38         38         14
        38         38         93
        38         38        147
        38         38        194
        38         38        472
        38         38        647
        38         38        815
        38         38        835
        38         38        955
        39         39        146
        39         39        188
        39         39        246
        39         39        274
        39         39        306
        39         39        353
        39         39        397
        40         40        205
        40         40        284
        40         40        344
        40         40        519
        40         40        593
        41         41        123
        41         41        297
        41         41        646
        41         41        656
        41         41        868
        42         42        300
        42         42        369
        42         42        722
        42         42        735
        42         42        776
        43         43        335
        43         43        531
        43         43        561
        43         43        599
        43         43        629
        43         43        994
        44         44         69
        44         44        188
        44         44        447
        44         44        456
        44         44        692
        44         44        722
        44         44        893
        44         44        934
        44         44        994
        45         45        124
        45         45        255
        45         45        530
        45         45        558
        45         45        719
        45         45        837
        45         45        855
        45         45        931
        45         45        981
        46         46        204
        46         46        209
        46         46        234
        46         46        320
        46         46        321
        46         46        432
        46         46        463
        46         46        492
        46         46        523
        46         46        631
        46         46        676
        46         46        711
        46         46        740
        47         47         14
        47         47         36
        47         47        325
        47         47        395
        47         47        453
        47         47        666
        47         47        778
        47         47        790
        47         47        828
        47         47        829
        47         47        832
        47         47        867
        47         47        921
        47         47        985
        48         48        328
        48         48        348
        48         48        517
        48         48        648
        48         48        705
        48         48        724
        48         48        799
        48         48        920
        49         49        176
        49         49        179
        49         49        238
        49         49        246
        49         49        322
        49         49        357
        49         49        358
        49         49        360
        49         49        399
        49         49        425
        49         49        682
        49         49        777
        49         49        874
        49         49        896
        50         50         60
        50         50         85
        50         50        318
        50         50        325
        50         50        371
        50         50        387
        50         50        444
        50         50        456
        50         50        494
        50         50        666
        50         50        904
        50         50        931
        50         50        952
        51         51         69
        51         51        124
        51         51        154
        51         51        226
        51         51        291
        51         51        306
        51         51        360
        51         51        416
        51         51        494
        51         51        545
        51         51        628
        51         51        653
        51         51        734
        51         51        772
        51         51        829
        51         51        884
        51         51        938
        51         51        961
        52         52         47
        52         52        476
        52         52        544
        52         52        673
        52         52        807
        53         53        178
        53         53        514
        53         53        623
        53         53        643
        54         54        118
        54         54        213
        54         54        410
        54         54        527
        54         54        738
        54         54        837
        54         54        859
        54         54        961
        55         55         21
        55         55         62
        55         55         67
        55         55         87
        55         55        124
        55         55        221
        55         55        229
        55         55        371
        55         55        484
        55         55        592
        55         55        612
        55         55        767
        55         55        815
        55         55        827
        56         56         17
        56         56        119
        56         56        208
        56         56        332
        56         56        707
        56         56        764
        56         56        782
        56         56        855
        57         57         68
        57         57        137
        57         57        151
        57         57        307
        57         57        383
        57         57        492
        57         57        524
        57         57        559
        57         57        572
        57         57        579
        57         57        624
        57         57        634
        57         57        682
        57         57        707
        57         57        852
        57         57        874
        57         57        934
        57         57        949
        57         57        993
        58         58          8
        58         58        368
        58         58        416
        58         58        438
        58         58        628
        58         58        682
        58         58        778
        58         58        798
        58         58        970
        59         59         74
        59         59        235
        59         59        316
        59         59        486
        59         59        507
        59         59        570
        59         59        710
        59         59        947
        60         60         28
        60         60        107
        60         60        209
        60         60        247
        60         60        402
        60         60        578
        60         60        623
        60         60        744
        60         60        806
        60         60        959
        60         60        987
        61         61         20
        61         61         27
        61         61         78
        61         61        111
        61         61        157
        61         61        481
        61         61        511
        61         61        737
        61         61        778
        61         61        813
        61         61        868
        61         61        912
        61         61        938
        61         61        981
        62         62         18
        62         62         56
        62         62         81
        62         62        118
        62         62        289
        62         62        357
        62         62        433
        62         62        490
        62         62        553
        62         62        729
        62         62        806
        63         63         36
        63         63         48
        63         63         94
        63         63        117
        63         63        423
        63         63        471
        63         63        670
        63         63        799
        63         63        820
        63         63        988
        64         64        119
        64         64        238
        64         64        282
        64         64        368
        64         64        369
        64         64        398
        64         64        673
        64         64        707
        64         64        830
        64         64        888
        64         64        932
        65         65          7
        65         65         51
        65         65        364
        65         65        486
        65         65        733
        65         65        745
        65         65        753
        65         65        782
        65         65        863
        66         66        124
        66         66        154
        66         66        415
        66         66        416
        66         66        690
        66         66        858
        67         67         33
        67         67        116
        67         67        117
        67         67        132
        67         67        205
        67         67        238
        67         67        259
        67         67        339
        67         67        347
        67         67        490
        67         67        796
        67         67        827
        67         67        868
        67         67        909
        67         67        970
        67         67        988
        68         68         48
        68         68         62
        68         68         73
        68         68        123
        68         68        154
        68         68        214
        68         68        221
        68         68        281
        68         68        388
        68         68        414
        68         68        459
        68         68        467
        68         68        553
        68         68        613
        68         68        766
        68         68        778
        68         68        808
        68         68        827
        68         68        959
        68         68        992
        68         68        996
        69         69         87
        69         69        124
        69         69        125
        69         69        133
        69         69        150
        69         69        214
        69         69        227
        69         69        293
        69         69        316
        69         69        392
        69         69        403
        69         69        569
        69         69        732
        69         69        791
        69         69        803
        69         69        883
        69         69        910
        70         70        132
        70         70        336
        70         70        557
        70         70        673
        70         70        959
        71         71         80
        71         71        112
        71         71        145
        71         71        146
        71         71        258
        71         71        316
        71         71        486
        71         71        838
        72         72          6
        72         72        110
        72         72        147
        72         72        339
        72         72        399
        72         72        443
        72         72        486
        72         72        604
        72         72        782
        72         72        825
        73         73         73
        73         73        132
        73         73        142
        73         73        191
        73         73        229
        73         73        246
        73         73        410
        73         73        545
        73         73        601
        73         73        609
        73         73        709
        74         74        136
        74         74        190
        74         74        217
        74         74        258
        74         74        259
        74         74        339
        74         74        364
        74         74        806
        74         74        850
        74         74        941
        75         75        316
        75         75        491
        75         75        540
        75         75        871
        75         75        892
        75         75        934
        75         75        964
        75         75        992
        75         75        996
        76         76        277
        76         76        360
        76         76        412
        76         76        432
        76         76        477
        76         76        524
        76         76        547
        76         76        753
        76         76        820
        76         76        858
        76         76        938
        76         76        952
        76         76        964
        76         76        998
        77         77        111
        77         77        117
        77         77        199
        77         77        558
        77         77        837
        77         77        925
        77         77        962
        77         77        999
        78         78         17
        78         78        154
        78         78        328
        78         78        372
        78         78        430
        78         78        578
        78         78        953
        78         78        988
        79         79         15
        79         79         38
        79         79        203
        79         79        209
        79         79        319
        79         79        382
        79         79        416
        79         79        444
        79         79        676
        79         79        734
        79         79        813
        79         79        909
        79         79        981
        80         80        127
        80         80        163
        80         80        214
        80         80        321
        80         80        395
        80         80        404
        80         80        460
        80         80        676
        80         80        678
        80         80        733
        80         80        740
        80         80        772
        80         80        784
        80         80        790
        80         80        912
        80         80        949
        81         81        217
        81         81        222
        81         81        325
        81         81        744
        81         81        825
        81         81        983
        82         82         43
        82         82         70
        82         82        160
        82         82        173
        82         82        192
        82         82        281
        82         82        544
        82         82        606
        82         82        790
        82         82        946
        82         82        959
        83         83         62
        83         83        190
        83         83        387
        83         83        425
        83         83        443
        83         83        445
        83         83        494
        83         83        507
        83         83        631
        83         83        673
        83         83        863
        83         83        909
        83         83        976
        84         84         60
        84         84        119
        84         84        132
        84         84        338
        84         84        521
        84         84        607
        84         84        631
        84         84        647
        84         84        703
        84         84        772
        85         85        300
        85         85        316
        85         85        409
        85         85        501
        85         85        662
        85         85        707
        85         85        815
        85         85        820
        85         85        837
        86         86         98
        86         86        116
        86         86        170
        86         86        201
        86         86        357
        86         86        368
        86         86        528
        86         86        538
        86         86        727
        86         86        954
        87         87          7
        87         87        124
        87         87        217
        87         87        342
        87         87        437
        87         87        473
        87         87        521
        87         87        554
        87         87        592
        87         87        601
        87         87        607
        87         87        614
        87         87        642
        87         87        707
        87         87        990
        87         87        993
        88         88         26
        88         88         34
        88         88         87
        88         88        416
        88         88        547
        88         88        586
        88         88        599
        88         88        620
        89         89         29
        89         89        127
        89         89        219
        89         89        238
        89         89        283
        89         89        322
        89         89        391
        89         89        442
        89         89        444
        89         89        527
        89         89        707
        89         89        828
        89         89        903
        89         89        915
        89         89        966
        90         90        221
        90         90        248
        90         90        261
        90         90        395
        90         90        714
        90         90        891
        90         90        912
        91         91         33
        91         91         63
        91         91        123
        91         91        197
        91         91        229
        91         91        289
        91         91        398
        91         91        493
        91         91        527
        91         91        539
        91         91        592
        91         91        767
        91         91        770
        91         91        873
        91         91        874
        91         91        963
        91         91        991
        92         92         80
        92         92        147
        92         92        181
        92         92        201
        92         92        209
        92         92        306
        92         92        330
        92         92        397
        92         92        439
        92         92        442
        92         92        946
        92         92        996
        93         93         21
        93         93         53
        93         93         60
        93         93         63
        93         93         93
        93         93        124
        93         93        173
        93         93        240
        93         93        338
        93         93        459
        93         93        501
        93         93        578
        93         93        637
        93         93        809
        94         94        120
        94         94        124
        94         94        144
        94         94        155
        94         94        293
        94         94        353
        94         94        459
        94         94        510
        94         94        611
        94         94        613
        94         94        860
        94         94        904
        95         95         39
        95         95        169
        95         95        198
        95         95        214
        95         95        287
        95         95        314
        95         95        409
        95         95        589
        95         95        593
        95         95        745
        95         95        764
        95         95        778
        95         95        902
        96         96         49
        96         96         69
        96         96        119
        96         96        649
        96         96        682
        96         96        709
        96         96        744
        96         96        830
        96         96        858
        96         96        879
        96         96        890
        96         96        902
        96         96        915
        96         96        988
        97         97         33
        97         97        246
        97         97        306
        97         97        372
        97         97        480
        97         97        500
        97         97        559
        97         97        585
        97         97        790
        97         97        813
        97         97        992
        98         98          5
        98         98         36
        98         98         94
        98         98        253
        98         98        461
        98         98        693
        98         98        737
        98         98        807
        98         98        881
        98         98        950
        99         99         38
        99         99        132
        99         99        258
        99         99        375
        99         99        806
       100        100        112
       100        100        322
       100        100        440
       100        100        472
       100        100        540
       100        100        542
       100        100        668
       100        100        800
       100        100        907
       101        101         36
       101        101         38
       101        101        150
       101        101        214
       101        101        222
       101        101        289
       101        101        524
       101        101        644
       101        101        686
       101        101        740
       101        101        828
       101        101        886
       102        102         61
       102        102        220
       102        102        221
       102        102        377
       102        102        565
       102        102        673
       102        102        687
       102        102        747
       102        102        835
       102        102        868
       103        103         14
       103        103         36
       103        103        233
       103        103        302
       103        103        321
       103        103        360
       103        103        377
       103        103        399
       103        103        444
       103        103        634
       103        103        821
       103        103        924
       103        103        999
       104        104         43
       104        104        127
       104        104        198
       104        104        238
       104        104        291
       104        104        319
       104        104        402
       104        104        405
       104        104        416
       104        104        500
       104        104        699
       104        104        710
       104        104        832
       104        104        911
       104        104        939
       104        104        973
       104        104        988
       105        105         48
       105        105        209
       105        105        213
       105        105        246
       105        105        441
       105        105        709
       105        105        743
       105        105        799
       105        105        973
       106        106        209
       106        106        297
       106        106        420
       106        106        456
       106        106        487
       106        106        652
       106        106        687
       106        106        876
       106        106        929
       107        107         66
       107        107        123
       107        107        300
       107        107        372
       107        107        753
       107        107        767
       107        107        808
       107        107        955
       108        108         63
       108        108        100
       108        108        170
       108        108        178
       108        108        247
       108        108        527
       108        108        589
       108        108        649
       108        108        946
       109        109         73
       109        109        109
       109        109        112
       109        109        118
       109        109        381
       109        109        586
       109        109        707
       109        109        709
       109        109        710
       109        109        901
       110        110         11
       110        110         51
       110        110        144
       110        110        250
       110        110        291
       110        110        318
       110        110        373
       110        110        619
       110        110        643
       110        110        662
       110        110        821
       110        110        859
       110        110        901
       110        110        941
       110        110        960
       111        111          8
       111        111         38
       111        111        132
       111        111        216
       111        111        379
       111        111        518
       111        111        540
       111        111        554
       111        111        589
       111        111        599
       111        111        610
       111        111        674
       111        111        747
       111        111        764
       111        111        850
       111        111        994
       112        112        132
       112        112        361
       112        112        437
       112        112        442
       112        112        527
       112        112        612
       112        112        614
       112        112        829
       112        112        889
       112        112        903
       112        112        988
       113        113         63
       113        113        126
       113        113        146
       113        113        354
       113        113        428
       113        113        480
       113        113        511
       113        113        764
       113        113        782
       113        113        829
       114        114        247
       114        114        274
       114        114        306
       114        114        326
       114        114        360
       114        114        378
       114        114        511
       114        114        561
       114        114        827
       114        114        861
       114        114        962
       114        114        990
       115        115        153
       115        115        168
       115        115        300
       115        115        592
       115        115        620
       115        115        874
       115        115        898
       116        116        132
       116        116        243
       116        116        446
       116        116        501
       117        117          3
       117        117         39
       117        117         86
       117        117        117
       117        117        214
       117        117        316
       117        117        552
       117        117        673
       117        117        806
       117        117        813
       117        117        877
       117        117        996
       118        118         23
       118        118        155
       118        118        235
       118        118        299
       118        118        371
       118        118        471
       118        118        480
       118        118        806
       119        119         60
       119        119        405
       119        119        621
       119        119        770
       119        119        780
       119        119        959
       120        120         11
       120        120         52
       120        120        148
       120        120        221
       120        120        330
       120        120        497
       120        120        502
       120        120        578
       120        120        627
       120        120        709
       120        120        738
       120        120        764
       120        120        924
       120        120        950
       120        120        988
       120        120        993
       121        121         17
       121        121        193
       121        121        399
       121        121        589
       121        121        595
       121        121        616
       121        121        723
       121        121        964
       122        122        142
       122        122        148
       122        122        217
       122        122        300
       122        122        387
       122        122        388
       122        122        412
       122        122        446
       122        122        598
       122        122        720
       122        122        733
       122        122        786
       122        122        803
       122        122        917
       122        122        946
       122        122        993
       123        123         89
       123        123        124
       123        123        131
       123        123        231
       123        123        405
       123        123        676
       123        123        690
       123        123        992
       124        124         14
       124        124        117
       124        124        209
       124        124        222
       124        124        340
       124        124        471
       124        124        545
       124        124        684
       124        124        838
       124        124        868
       125        125          7
       125        125        168
       125        125        231
       125        125        284
       125        125        553
       125        125        737
       125        125        756
       125        125        983
       126        126         33
       126        126         67
       126        126         69
       126        126         73
       126        126        140
       126        126        157
       126        126        182
       126        126        629
       127        127         59
       127        127         68
       127        127        619
       127        127        656
       127        127        697
       128        128        238
       128        128        403
       128        128        607
       128        128        638
       128        128        747
       129        129         45
       129        129         84
       129        129         98
       129        129        274
       129        129        331
       129        129        423
       129        129        463
       129        129        486
       129        129        579
       129        129        666
       129        129        868
       129        129        914
       130        130         33
       130        130        325
       130        130        570
       130        130        616
       130        130        658
       130        130        852
       130        130        865
       130        130        909
       131        131         43
       131        131         63
       131        131         83
       131        131        634
       131        131        646
       131        131        669
       131        131        707
       131        131        820
       131        131        863
       132        132         51
       132        132        155
       132        132        238
       132        132        282
       132        132        412
       132        132        446
